month,month_name,falcon_instance,functional_domain,environment,cluster,avg_cpu,node_count,avg_pod_count,efficiency_indicator
2025-08,August,dev1-uswest2,core002,dev,sam-processing00001,80.4,9440,89.05,Moderately Efficient
2025-08,August,dev1-uswest2,core002,dev,sam-processing00002,69.36,272,86.33,Inefficient
2025-08,August,perf1-useast2,core1,perf,sam-bigdata1,30.48,45,54.84,Inefficient
2025-08,August,perf1-useast2,core1,perf,sam-processing-sc1,78.47,406,43.63,Moderately Efficient
2025-08,August,perf1-useast2,core1,perf,sam-processing1,72.81,4358,61.35,Moderately Efficient
2025-08,August,perf1-useast2,core1,perf,sam-processing2,55.81,222,66.37,Inefficient
2025-08,August,perf1-useast2,core1,perf,sam-processing3,52.19,230,68.09,Inefficient
2025-08,August,test1-uswest2,core3,test,sam-highscale-processing1,60.31,315,55.57,Inefficient
2025-08,August,test1-uswest2,core3,test,sam-processing-sc1,81.83,512,61.62,Moderately Efficient
2025-08,August,test1-uswest2,core3,test,sam-processing00001,74.86,8319,82.57,Moderately Efficient
2025-08,August,test1-uswest2,core4,test,sam-bigdata1,46.17,14,64.48,Inefficient
2025-08,August,test1-uswest2,core4,test,sam-bigdata2,36.52,47,54.12,Inefficient
2025-08,August,test1-uswest2,core4,test,sam-bigdata3,29.41,11,84.49,Inefficient
2025-08,August,test1-uswest2,core4,test,sam-processing-sc1,83.85,697,48.67,Moderately Efficient
2025-08,August,test1-uswest2,core4,test,sam-processing1,71.33,8297,92.11,Moderately Efficient
2025-08,August,test1-uswest2,core4,test,sam-processing2,83.43,220,79.07,Moderately Efficient
2025-08,August,test1-uswest2,core4,test,sam-processing3,86.74,2259,47.5,Moderately Efficient
2025-09,September,aws-prod0-uswest2,core1,prod,sam-processing-sc1,46.46,275,46.07,Inefficient
2025-09,September,aws-prod0-uswest2,core1,prod,sam-processing1,62.68,1710,53.73,Moderately Efficient
2025-09,September,aws-prod1-useast1,core1,prod,sam-highscale-processing1,17.62,15,34.3,Inefficient
2025-09,September,aws-prod1-useast1,core1,prod,sam-processing1,81.48,7041,47.04,Efficient
2025-09,September,aws-prod1-useast1,core1,prod,sam-processing2,74.68,3436,37.53,Moderately Efficient
2025-09,September,aws-prod10-apsoutheast1,core1,prod,sam-processing1,72.74,654,60.27,Moderately Efficient
2025-09,September,aws-prod11-saeast1,core1,prod,sam-processing1,74.74,1490,50.08,Moderately Efficient
2025-09,September,aws-prod12-euwest3,core1,prod,sam-processing1,80.3,4233,48.26,Efficient
2025-09,September,aws-prod13-euwest2,core1,prod,sam-processing1,80.11,4169,50.26,Efficient
2025-09,September,aws-prod13-euwest2,core1,prod,sam-processing2,41.3,728,31.46,Inefficient
2025-09,September,aws-prod14-apnortheast2,core1,prod,sam-processing1,58.76,626,49.78,Moderately Efficient
2025-09,September,aws-prod15-eucentral2,core1,prod,sam-processing1,73.75,288,53.66,Moderately Efficient
2025-09,September,aws-prod16-eunorth1,core1,prod,sam-processing1,81.36,5686,45.38,Efficient
2025-09,September,aws-prod16-eunorth1,core1,prod,sam-processing2,39.29,413,33.43,Inefficient
2025-09,September,aws-prod17-apsoutheast3,core1,prod,sam-processing1,51.22,411,53.99,Moderately Efficient
2025-09,September,aws-prod18-mecentral1,core1,prod,sam-processing1,65.45,271,65.45,Moderately Efficient
2025-09,September,aws-prod19-eusouth1,core1,prod,sam-processing1,77.45,1407,53.13,Moderately Efficient
2025-09,September,aws-prod2-apsouth1,core1,prod,sam-processing1,80.51,4185,50.08,Efficient
2025-09,September,aws-prod2-apsouth1,core1,prod,sam-processing2,70.21,5483,34.06,Moderately Efficient
2025-09,September,aws-prod20-ilcentral1,core1,prod,sam-processing1,67.32,329,59.14,Moderately Efficient
2025-09,September,aws-prod21-useast2,core1,prod,sam-highscale-processing1,18.43,11,30.21,Inefficient
2025-09,September,aws-prod21-useast2,core1,prod,sam-processing1,76.27,8638,45.57,Moderately Efficient
2025-09,September,aws-prod21-useast2,core1,prod,sam-processing2,71.67,5146,36.24,Moderately Efficient
2025-09,September,aws-prod22-apnortheast3,core1,prod,sam-processing-sc1,52.86,1575,34.77,Moderately Efficient
2025-09,September,aws-prod22-apnortheast3,core1,prod,sam-processing-sc2,58.87,1054,36.94,Moderately Efficient
2025-09,September,aws-prod22-apnortheast3,core1,prod,sam-processing-sc3,50.88,861,33.37,Moderately Efficient
2025-09,September,aws-prod22-apnortheast3,core1,prod,sam-processing-sc5,63.88,459,40.05,Moderately Efficient
2025-09,September,aws-prod22-apnortheast3,core1,prod,sam-processing1,85.38,252,72.58,Efficient
2025-09,September,aws-prod24-apsouth2,core1,prod,sam-processing-sc1,67.9,473,38.87,Moderately Efficient
2025-09,September,aws-prod24-apsouth2,core1,prod,sam-processing-sc3,60.96,617,39.38,Moderately Efficient
2025-09,September,aws-prod24-apsouth2,core1,prod,sam-processing-sc4,60.02,42,74.25,Moderately Efficient
2025-09,September,aws-prod24-apsouth2,core1,prod,sam-processing1,82.72,42,76.96,Efficient
2025-09,September,aws-prod3-eucentral1,core1,prod,sam-hs-processing1,22.9,13,27.81,Inefficient
2025-09,September,aws-prod3-eucentral1,core1,prod,sam-processing1,81.09,5444,45.75,Efficient
2025-09,September,aws-prod3-eucentral1,core1,prod,sam-processing2,50.06,1024,33.14,Moderately Efficient
2025-09,September,aws-prod4-apsoutheast2,core1,prod,sam-processing1,82.95,2738,49.63,Efficient
2025-09,September,aws-prod8-cacentral1,core1,prod,sam-processing1,82.96,2045,51.18,Efficient
2025-09,September,aws-prod9-apnortheast1,core1,prod,sam-processing1,83.44,2885,47.82,Efficient
2025-09,September,aws-stage1-useast2,core1,staging,sam-highscale-processing1,59.43,215,39.16,Inefficient
2025-09,September,aws-stage1-useast2,core1,staging,sam-processing-sc1,64.85,244,44.71,Inefficient
2025-09,September,aws-stage1-useast2,core1,staging,sam-processing1,59.4,278,74.1,Inefficient
2025-09,September,aws-stage1-useast2,core1,staging,sam-processing2,36.9,339,46.2,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-bigdata1,58.28,70,89.58,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-bigdata2,52.17,104,70.94,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-bigdata3,48.16,20,122.88,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-bigdata4,58.47,14,68.82,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-bigdata5,63.23,20,90.57,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-bigdata6,39.35,11,116.95,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-highscale-processing1,71.18,655,44.77,Moderately Efficient
2025-09,September,dev1-uswest2,core002,dev,sam-processing-sc1,60.43,2100,53.75,Inefficient
2025-09,September,dev1-uswest2,core002,dev,sam-processing00001,82.87,10072,84.27,Moderately Efficient
2025-09,September,dev1-uswest2,core002,dev,sam-processing00002,73.64,241,71.62,Moderately Efficient
2025-09,September,perf1-useast2,core1,perf,sam-bigdata1,18.18,1829,42.02,Inefficient
2025-09,September,perf1-useast2,core1,perf,sam-processing-sc1,79.42,304,39.81,Moderately Efficient
2025-09,September,perf1-useast2,core1,perf,sam-processing1,72.07,2894,59.3,Moderately Efficient
2025-09,September,perf1-useast2,core1,perf,sam-processing2,55.03,197,67.07,Inefficient
2025-09,September,perf1-useast2,core1,perf,sam-processing3,62.64,209,63.32,Inefficient
2025-09,September,test1-uswest2,core3,test,sam-highscale-processing1,69.07,241,54.39,Inefficient
2025-09,September,test1-uswest2,core3,test,sam-processing-sc1,85.26,404,70.45,Moderately Efficient
2025-09,September,test1-uswest2,core3,test,sam-processing00001,52.13,4109,58.92,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-bigdata1,49.4,43,69.91,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-bigdata2,28.97,593,50.61,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-bigdata3,33.18,23,90.74,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-bigdata4,21.88,15,46.78,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-bigdata5,20.05,15,46.99,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-bigdata6,28.73,3,102.94,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-hs-processing1,69.34,98,65.27,Inefficient
2025-09,September,test1-uswest2,core4,test,sam-processing-sc1,87.21,501,42.15,Moderately Efficient
2025-09,September,test1-uswest2,core4,test,sam-processing1,77.17,6180,84.06,Moderately Efficient
2025-09,September,test1-uswest2,core4,test,sam-processing2,88.56,196,61.2,Moderately Efficient
2025-09,September,test1-uswest2,core4,test,sam-processing3,91.44,2325,48.35,Efficient
2025-10,October,aws-prod0-uswest2,core1,prod,sam-bigdata1,54.44,31,52.22,Moderately Efficient
2025-10,October,aws-prod0-uswest2,core1,prod,sam-bigdata2,29.39,26,38.46,Inefficient
2025-10,October,aws-prod0-uswest2,core1,prod,sam-bigdata3,33.22,13,77.35,Inefficient
2025-10,October,aws-prod0-uswest2,core1,prod,sam-hs-processing1,31.03,4,102.36,Inefficient
2025-10,October,aws-prod0-uswest2,core1,prod,sam-processing-sc1,57.0,386,42.14,Moderately Efficient
2025-10,October,aws-prod0-uswest2,core1,prod,sam-processing1,80.83,1810,63.3,Efficient
2025-10,October,aws-prod1-useast1,core1,prod,sam-highscale-processing1,28.88,17,51.37,Inefficient
2025-10,October,aws-prod1-useast1,core1,prod,sam-processing1,82.59,6357,49.81,Efficient
2025-10,October,aws-prod1-useast1,core1,prod,sam-processing2,74.64,3151,37.47,Moderately Efficient
2025-10,October,aws-prod10-apsoutheast1,core1,prod,sam-processing1,68.77,471,56.58,Moderately Efficient
2025-10,October,aws-prod11-saeast1,core1,prod,sam-processing1,68.29,1498,46.99,Moderately Efficient
2025-10,October,aws-prod12-euwest3,core1,prod,sam-processing1,80.69,3028,49.36,Efficient
2025-10,October,aws-prod13-euwest2,core1,prod,sam-processing1,82.22,3311,50.47,Efficient
2025-10,October,aws-prod13-euwest2,core1,prod,sam-processing2,47.32,542,33.99,Inefficient
2025-10,October,aws-prod14-apnortheast2,core1,prod,sam-processing1,56.6,560,49.72,Moderately Efficient
2025-10,October,aws-prod15-eucentral2,core1,prod,sam-processing1,60.99,603,52.09,Moderately Efficient
2025-10,October,aws-prod16-eunorth1,core1,prod,sam-processing1,85.32,3963,50.88,Efficient
2025-10,October,aws-prod16-eunorth1,core1,prod,sam-processing2,46.1,165,33.63,Inefficient
2025-10,October,aws-prod17-apsoutheast3,core1,prod,sam-processing1,45.56,315,49.88,Inefficient
2025-10,October,aws-prod18-mecentral1,core1,prod,sam-processing1,65.06,386,62.76,Moderately Efficient
2025-10,October,aws-prod19-eusouth1,core1,prod,sam-processing1,76.0,1580,52.11,Moderately Efficient
2025-10,October,aws-prod2-apsouth1,core1,prod,sam-processing1,82.31,4267,50.64,Efficient
2025-10,October,aws-prod2-apsouth1,core1,prod,sam-processing2,65.78,6106,33.14,Moderately Efficient
2025-10,October,aws-prod20-ilcentral1,core1,prod,sam-processing1,63.88,406,62.05,Moderately Efficient
2025-10,October,aws-prod21-useast2,core1,prod,sam-highscale-processing1,25.94,33,46.99,Inefficient
2025-10,October,aws-prod21-useast2,core1,prod,sam-processing1,76.63,9099,47.27,Moderately Efficient
2025-10,October,aws-prod21-useast2,core1,prod,sam-processing2,73.05,4670,35.33,Moderately Efficient
2025-10,October,aws-prod22-apnortheast3,core1,prod,sam-processing-sc1,60.27,637,31.48,Moderately Efficient
2025-10,October,aws-prod22-apnortheast3,core1,prod,sam-processing-sc2,72.47,587,37.05,Moderately Efficient
2025-10,October,aws-prod22-apnortheast3,core1,prod,sam-processing-sc3,59.78,390,35.07,Moderately Efficient
2025-10,October,aws-prod22-apnortheast3,core1,prod,sam-processing-sc5,76.77,207,42.69,Moderately Efficient
2025-10,October,aws-prod22-apnortheast3,core1,prod,sam-processing-sc6,28.84,37,58.67,Inefficient
2025-10,October,aws-prod22-apnortheast3,core1,prod,sam-processing1,87.04,190,81.77,Efficient
2025-10,October,aws-prod24-apsouth2,core1,prod,sam-processing-sc1,73.52,434,38.48,Moderately Efficient
2025-10,October,aws-prod24-apsouth2,core1,prod,sam-processing-sc3,70.05,518,39.67,Moderately Efficient
2025-10,October,aws-prod24-apsouth2,core1,prod,sam-processing-sc4,78.98,55,59.95,Moderately Efficient
2025-10,October,aws-prod24-apsouth2,core1,prod,sam-processing1,71.38,128,78.27,Moderately Efficient
2025-10,October,aws-prod3-eucentral1,core1,prod,sam-hs-processing1,26.99,15,49.15,Inefficient
2025-10,October,aws-prod3-eucentral1,core1,prod,sam-processing1,81.86,4088,47.97,Efficient
2025-10,October,aws-prod3-eucentral1,core1,prod,sam-processing2,58.81,772,34.3,Moderately Efficient
2025-10,October,aws-prod4-apsoutheast2,core1,prod,sam-processing1,83.8,2958,51.96,Efficient
2025-10,October,aws-prod8-cacentral1,core1,prod,sam-processing1,68.88,1786,48.22,Moderately Efficient
2025-10,October,aws-prod9-apnortheast1,core1,prod,sam-processing1,85.82,2084,46.75,Efficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-bigdata1,40.53,22,62.22,Inefficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-bigdata2,36.7,18,58.28,Inefficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-bigdata3,54.71,4,122.44,Inefficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-highscale-processing1,74.5,219,43.58,Moderately Efficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-processing-sc1,75.74,191,60.63,Moderately Efficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-processing1,69.46,439,89.89,Inefficient
2025-10,October,aws-stage1-useast2,core1,staging,sam-processing2,37.36,251,46.19,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-bigdata1,34.98,133,51.31,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-bigdata2,43.79,83,63.6,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-bigdata3,54.66,17,120.01,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-bigdata4,71.9,12,99.12,Moderately Efficient
2025-10,October,dev1-uswest2,core002,dev,sam-bigdata5,67.97,8,81.93,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-bigdata6,46.25,7,99.39,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-highscale-processing1,76.16,492,43.66,Moderately Efficient
2025-10,October,dev1-uswest2,core002,dev,sam-processing-sc1,60.25,617,50.89,Inefficient
2025-10,October,dev1-uswest2,core002,dev,sam-processing00001,86.79,5006,90.33,Moderately Efficient
2025-10,October,dev1-uswest2,core002,dev,sam-processing00002,34.62,122,85.78,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-bigdata1,31.53,170,54.95,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-bigdata4,69.04,40,54.51,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-bigdata5,66.44,26,56.56,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-bigdata6,71.88,3,153.74,Moderately Efficient
2025-10,October,perf1-useast2,core1,perf,sam-processing-sc1,59.52,410,43.78,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-processing1,65.42,2550,59.44,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-processing2,21.52,199,79.37,Inefficient
2025-10,October,perf1-useast2,core1,perf,sam-processing3,26.33,200,62.45,Inefficient
2025-10,October,test1-uswest2,core3,test,sam-bigdata1,49.8,160,66.11,Inefficient
2025-10,October,test1-uswest2,core3,test,sam-bigdata2,47.39,75,65.84,Inefficient
2025-10,October,test1-uswest2,core3,test,sam-bigdata3,45.74,10,105.97,Inefficient
2025-10,October,test1-uswest2,core3,test,sam-highscale-processing1,76.76,619,65.07,Moderately Efficient
2025-10,October,test1-uswest2,core3,test,sam-processing-sc1,73.56,507,70.69,Moderately Efficient
2025-10,October,test1-uswest2,core3,test,sam-processing00001,73.91,7072,78.5,Moderately Efficient
2025-10,October,test1-uswest2,core4,test,sam-bigdata1,58.81,55,84.92,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-bigdata2,51.87,63,72.2,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-bigdata3,38.84,20,105.23,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-bigdata4,45.02,24,68.43,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-bigdata5,42.19,29,64.46,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-bigdata6,38.91,10,92.98,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-hs-processing1,79.5,1646,64.96,Moderately Efficient
2025-10,October,test1-uswest2,core4,test,sam-processing-sc1,58.52,383,52.17,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-processing1,75.8,7708,85.18,Moderately Efficient
2025-10,October,test1-uswest2,core4,test,sam-processing2,48.97,206,89.39,Inefficient
2025-10,October,test1-uswest2,core4,test,sam-processing3,70.27,3262,42.96,Moderately Efficient
