servicename,bom_prod_adoption,bom_nonprod_adoption,bom_prod_adoption_percent,bom_nonprod_adoption_percent,bom_prod_fkp,bom_prod_total,bom_nonprod_fkp,bom_nonprod_total
apiq-topo-inbox-engmt-ingest,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-inbox-engmt-virtid,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-inbox-messaging,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-inbx-dualwr-emltrck,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-inbx-dualwr-instavl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-inbx-dualwr-sendltr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ingestion-metrics,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-insights-ingestion,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-message-info-retention,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-message-pixel-mutation,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-metric-fields,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-metrics-dispatch,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-adm-cnsnt-tkn-refresh,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-fanout,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-mtng,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-recording,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-subs-create,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-subs-refresh,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-ms-teams-usr-tkn-refresh,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-mtnt-proc,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-org-scope-change,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-rcevt-expn,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-send-email,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-send-email-retry,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-send-email-retry-delay,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-sfdc-activity-streamer,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-share-act,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-sharing-retention,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-smartsend,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-threading-tracker,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-timeline-enrichment,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-timeline-indexing,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-timeline-persistor,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-timelines-org-user-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-timelines-ttl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-unique-engmt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-web-push-notification,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-zoom-cmn,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-zoom-mtng,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-zoom-rcrwl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apm-python-fedx-app,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apollo,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
app-support-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
appscaledbdiscovery,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
appx-unleash,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
arcservice,0.0% (0/1),0.0% (0/1),0.0,0.0,0,1,0,1
argus-es-kibana,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
argus-infra-fedx,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
argus-schema-fedx,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
arm-ms-hybrid-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
arm-platform-alerts-restricted,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
arm-standalone-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
arm-standalone-manager-db-migr,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
arm-standalone-manager-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
armada-cvw-controlplane,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
armada-demo-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
armada-on-falcon-sg3,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
armada-vtest,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
armadasconedemo,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
arp-trust-bot,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
artanoui,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ask-iam-bot,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
ast-console-backend,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
async-service-demo,0.0% (0/0),100.0% (3/3),0.0,100.0,0,0,3,3
atlas-apps,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
atlas-barry,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
atlas-daisy-shared-repo-poc,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
atlas-gateway,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
atlas-playground,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
atlas-ui,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
audit-log-service-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
audit365,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
aurora-test-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ava,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
aws-ddb-restore,0.0% (0/0),75.0% (3/4),0.0,75.0,0,0,3,4
aws-lb-controller,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
b2b-solution-db-migrations,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
bar-flowsnake,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
barcelona,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bat-asset-provider,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bc-fedx-sample-test,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bc-fedx-sample-test-der-sechste,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bc-fedx-sample-test-the-fourth,0.0% (0/0),100.0% (4/4),0.0,100.0,0,0,4,4
bc-fedx-sample-test-the-second,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
bc-fedx-sample-test-the-third,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bdmpresto-airflow,0.0% (0/8),0.0% (0/3),0.0,0.0,0,8,0,3
benzamin,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bhays-mulesoft-fire-app-1,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
birdwatch,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
blockchain-token-api,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bot-ec-helloworld,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bot2-svc-orchestration,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
brandvoice-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bre-dynamic-rules,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bsawyer-golang-test-8-1,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bsawyer-test-sp-5-new,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bsawyer-test-sp5,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
bundler-infra-fedx,100.0% (5/5),100.0% (4/4),100.0,100.0,5,5,4,4
caas,100.0% (36/36),100.0% (8/8),100.0,100.0,36,36,8,8
cache-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cag-fedx-oss-addon,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cagsampleapp,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cantor-storage,100.0% (2/2),100.0% (2/2),100.0,100.0,2,2,2,2
cars-automation,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cartographer,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cavalry-fedx,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-cluster-allocator,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-delivery-test,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cc-disc-cse,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-disc-lambdas,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-disc-query,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-disco-cse,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-cse,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-expansion,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-ingestion,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-ingestion-jobslicer,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-management,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cc-discovery-ml-data-transporter,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-product-transformer,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-discovery-query,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cc-ecom-app-cache,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
cc-ecom-app-config,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-ecom-app-runtime,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-ecom-shared-fs,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-ecom-shared-fs-ipsec-target,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
cc-ecom-web-definition,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
cc-ecom-web-runtime,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-gm-sfmp-client-poc,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-java-example-guide,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-log-forwarder,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
cc-metrics-forwarder,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cc-sample,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-sandbox,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cc-tenant-temporal-poc,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cchydra-authz-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cchydra-os-service,0.0% (0/0),100.0% (3/3),0.0,100.0,0,0,3,3
cci-dataplane,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ccp-infra,100.0% (24/24),100.0% (6/6),100.0,100.0,24,24,6,6
ccp-job,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cdp-byoc-krc,0.0% (0/39),20.0% (1/5),0.0,20.0,0,39,1,5
cdp-byoc-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cdp-data-ingestion-service-cdp-cluster,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
cdp-datorama-dataaggregator,0.0% (0/28),0.0% (0/5),0.0,0.0,0,28,0,5
cdp-gate-manager-service,0.0% (0/43),0.0% (0/7),0.0,0.0,0,43,0,7
cdp-ingestion-api-gateway,0.0% (0/0),0.0% (0/5),0.0,0.0,0,0,0,5
cdp-scaleops,0.0% (0/0),50.0% (1/2),0.0,50.0,0,0,1,2
cdp-segint-sigma,0.0% (0/35),0.0% (0/4),0.0,0.0,0,35,0,4
cdp-storage-optimizer-service,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
cdp-transform-engine,0.0% (0/43),0.0% (0/7),0.0,0.0,0,43,0,7
cdse-armada-app,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
celeborn-poc,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cell-reservation-system,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cfm-configuration-manager-db-migrations,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
cfm-configuration-schemas-publisher-job,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
cfm-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cfm-secrets-migration-job,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
chameleon-example-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
chameleon-gcp-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
changecourier-low,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
checkmarxast,50.0% (2/4),33.3% (1/3),50.0,33.33333333333333,2,4,1,3
chronicle,100.0% (29/29),100.0% (6/6),100.0,100.0,29,29,6,6
chronicle-closedbox-exporter,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
chronicle-hourly-cron,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
ciaccocoa,100.0% (31/31),100.0% (7/7),100.0,100.0,31,31,7,7
ciacprovisiondbci,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cirai,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cli-testing-8,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cloudatlas-backups-storage,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cloudatlas-dynamo-datastore,100.0% (2/2),100.0% (2/2),100.0,100.0,2,2,2,2
cloudhub-elasticache-infra,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cloudhub-redis-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cloudhub-rpim,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cloudwatchexporter-default-onboarding-registry,0.0% (0/0),50.0% (1/2),0.0,50.0,0,0,1,2
cloudwatchexporter-nonfalcon-onboarding-registry,0.0% (0/0),50.0% (1/2),0.0,50.0,0,0,1,2
cluster-allocator-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cluster-migration-test,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cmg-tools,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
cmgdashboard,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
cms-cdn,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cms-cdn-aws,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
code-builder-platform-api,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
code-builder-platform-api-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
code-template-test-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codegenie-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-1-sampleapp-python-inperson,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-bom-users,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-connectivity-lab-1,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-connectivity-lab-2,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-fit-go-lab,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-fit-java-lab,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-fit-python-lab,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-sample,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab-test-brandon,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab1-sampleapp-java-j-tu,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
codelab1-sampleapp2-java-urastogi,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
collection,0.0% (0/29),0.0% (0/16),0.0,0.0,0,29,0,16
compute-namespaces,0.0% (0/0),100.0% (7/7),0.0,100.0,0,0,7,7
compute-operation-addon,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
config,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
configurator,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
connectivity-codelab-restricted-app,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
constraints-solver,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
containersec-infra,25.0% (1/4),75.0% (3/4),25.0,75.0,1,4,3,4
content-svc,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
context-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
control-planes-middleware,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
copilot-assistant,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
copter-cts,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
copter-devquest-data,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
corex-test-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cosmos-poc-1,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cp-metrics-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cpq-next-hf,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cpw-eks-cluster,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
crm-cdn,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
crm-cdn-aws,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cse-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cuj-auto-falcon,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cuj-on-demand,0.0% (0/0),100.0% (3/3),0.0,100.0,0,0,3,3
cuj-query-generator,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cuj-services,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cuj-services-falcon-preprod,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
cujalerts-evaluator,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cust-talk-calculation-ecache,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
custom-checks-agent,0.0% (0/7),0.0% (0/1),0.0,0.0,0,7,0,1
custom-mo-base-image,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cvent-workshop-test,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cvw-dataplane,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
cx-dsc-router,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cx-objectgetter,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cx-pdfrenderer,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
cxbastionast,0.0% (0/2),0.0% (0/2),0.0,0.0,0,2,0,2
cxeng-pdfrenderer,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
danny-sampleapp,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
data-cloud-team-definition,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
data-transform-suggestions,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
datacloud-fabricautoremediation,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
dato-infra,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
datorama-directdataloader,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
datorama-elasticache,0.0% (0/7),0.0% (0/3),0.0,0.0,0,7,0,3
datorama-grpc-ingress-gw,0.0% (0/2),0.0% (0/2),0.0,0.0,0,2,0,2
datorama-integrations,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
datorama-oauth,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
datorama-querymanagement,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
datorama-sampleapp-iasher,0.0% (0/0),50.0% (1/2),0.0,50.0,0,0,1,2
datorama-skeleton,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
datorama-terraform,0.0% (0/7),0.0% (0/3),0.0,0.0,0,7,0,3
datorama-timbermill,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
davron-code-lab,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
db-cp-gateway,0.0% (0/0),100.0% (3/3),0.0,100.0,0,0,3,3
dbeng-rds-poc-3,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
demo-fpsx-argo-server-dev,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
demo-fpsx-argo-server-dev-4,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
demo-fpsx-workflow-controller-dev,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
demo-fpsx-workflow-controller-dev-4,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
deploy-pnguyen-fedx-example-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
deploy-tf-module-docs-ui,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
derek-test-falcon-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
design-center-projects-db-migrations,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
design-center-projects-infra,100.0% (3/3),100.0% (5/5),100.0,100.0,3,3,5,5
design-center-projects-service-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
design-center-projects-tester,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
design-center-projects-worker,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
design-center-projects-xapi,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dev-docs-falcon-easy-poc,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
devicestatus,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
deviner,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
devx-api,0.0% (0/0),0.0% (0/3),0.0,0.0,0,0,0,3
diffeo-elasticsearch,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
diffeo-engine-rds,100.0% (4/4),100.0% (3/3),100.0,100.0,4,4,3,3
diffeo-engine-s3,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
diffeo-reingest,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
diffeo-sims,100.0% (2/2),100.0% (3/3),100.0,100.0,2,2,3,3
discovery-infrastructure,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
discovery-infrastructure-2,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
discovery-infrastructure-3,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
discovery-infrastructure-4,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
dlp-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dna-mlplat-vizapp,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dnr-bumblebee,0.0% (0/2),0.0% (0/0),0.0,0.0,0,2,0,0
dnr-casemanagement,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
dnr-cms-ui,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
dnr-fspartitioner,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dnr-k2s,0.0% (0/1),0.0% (0/1),0.0,0.0,0,1,0,1
dnr-kpc,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
dnr-kwest,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
dnr-molokai,0.0% (0/1),0.0% (0/2),0.0,0.0,0,1,0,2
dnr-pegasus,0.0% (0/2),0.0% (0/0),0.0,0.0,0,2,0,0
dnr-troll-helm,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
domain-specialist-ai,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dotnet-banderton,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dpxoffsite,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dragon-falcon-artifact-publisher,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
dxp-chassis,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
e360-email-inbound-service,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
e360-line,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
e360-queue-manager-sms-svc,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
e360-sms-blackhole-service,0.0% (0/0),100.0% (3/3),0.0,100.0,0,0,3,3
e360-sms-router-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
eanalytics-ed-prediction,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
eanalytics-infra-tools,0.0% (0/25),0.0% (0/7),0.0,0.0,0,25,0,7
eanalytics-recipes,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
eanalytics-zoneawarecontrollers,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
eanalytics-zookeeper,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
eci-conv-mining-fedx,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ecom-operators,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ecr-registry-iam-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
